cash_mode,offset,cost_bps,period,rule,target,exposure_error,dynamic_mean,static_mean
PROXY,2,3,2024_PLUS,VOL,0.827412841921614,2.0523582833220644e-12,0.8275020995622747,0.8275020995602224
PROXY,2,3,EX_MAJOR_SHOCKS,VOL,0.8781294609289034,7.548406344426439e-13,0.8782847821984802,0.878284782199235
PROXY,2,3,ALL,CORE_VOL,0.9152398378428188,6.106226635438361e-15,0.9153387905884012,0.9153387905884073
PROXY,2,3,GFC,CORE_VOL,0.8542607294439222,4.245714890771524e-12,0.8544356016019129,0.8544356015976672
PROXY,2,3,2011,CORE_VOL,0.8974037141379085,7.132516799401856e-12,0.8976718945276353,0.8976718945347678
PROXY,2,3,2015_2016,CORE_VOL,0.9498080231351196,6.4891425566315775e-12,0.9498805381437538,0.9498805381372647
PROXY,2,3,2018Q4,CORE_VOL,0.8003329682032927,6.179390332761159e-12,0.7984117668429912,0.7984117668368118
PROXY,2,3,COVID,CORE_VOL,0.7520935106222169,1.1446399383885364e-12,0.7529699787771379,0.7529699787782825
PROXY,2,3,2022,CORE_VOL,0.7795740082729026,6.171729793891245e-12,0.7791229651209726,0.7791229651148008
PROXY,2,3,2023_PLUS,CORE_VOL,0.9162603766817483,4.208522419446581e-12,0.9163465455494095,0.916346545545201
PROXY,2,3,2024_PLUS,CORE_VOL,0.913715732669516,7.184697281559238e-12,0.9137627991257439,0.9137627991329286
PROXY,2,3,EX_MAJOR_SHOCKS,CORE_VOL,0.9390959282391123,4.175548795615214e-13,0.9391780030979686,0.9391780030983862
PROXY,3,0,ALL,VOL,0.8311313314261497,4.1799896877137144e-13,0.8312717250281182,0.8312717250277002
PROXY,3,0,GFC,VOL,0.7092962646347587,4.0676351176216485e-12,0.7092864945793222,0.7092864945833899
PROXY,3,0,2011,VOL,0.7884522117601591,2.592259740197278e-12,0.7887331702633315,0.7887331702607392
PROXY,3,0,2015_2016,VOL,0.9025914427111275,2.4599211556619593e-12,0.9025568810435939,0.9025568810460538
PROXY,3,0,2018Q4,VOL,0.6205748741122079,6.590727963384779e-12,0.620750743402139,0.6207507434087297
PROXY,3,0,COVID,VOL,0.4880229849295574,3.40394379350073e-13,0.48684546761027325,0.48684546761061365
PROXY,3,0,2022,VOL,0.5567810817228747,7.0642380833874086e-12,0.5561119666272993,0.5561119666202351
PROXY,3,0,2023_PLUS,VOL,0.8337707638493157,2.809086296906571e-12,0.8340021349062053,0.8340021349033963
PROXY,3,0,2024_PLUS,VOL,0.8269030194715015,1.1260992138772963e-12,0.8270936572539838,0.8270936572551099
PROXY,3,0,EX_MAJOR_SHOCKS,VOL,0.8793898002259084,4.043543277987283e-12,0.8795591819818481,0.8795591819778046
PROXY,3,0,ALL,CORE_VOL,0.9155554657409084,6.7584826624056404e-12,0.9156305542706178,0.9156305542773763
PROXY,3,0,GFC,CORE_VOL,0.8545720584006631,1.8353096820078463e-12,0.8545547975006322,0.8545547975024675
PROXY,3,0,2011,CORE_VOL,0.8942920837798738,5.655476087440547e-13,0.8944473552552696,0.8944473552547041
PROXY,3,0,2015_2016,CORE_VOL,0.9513040902456851,3.0944136142352363e-12,0.951285228767165,0.9512852287702595
PROXY,3,0,2018Q4,CORE_VOL,0.8104651930261753,1.2295719997723609e-12,0.8105617118832361,0.8105617118820065
PROXY,3,0,COVID,CORE_VOL,0.7437341197146452,2.904454454721872e-12,0.7427772772366205,0.7427772772395249
PROXY,3,0,2022,CORE_VOL,0.7784234454084071,5.5138116294983774e-12,0.7779251614687493,0.7779251614632355
PROXY,3,0,2023_PLUS,CORE_VOL,0.9169167189320433,6.681322162194192e-12,0.917042209282256,0.9170422092755747
PROXY,3,0,2024_PLUS,CORE_VOL,0.9134879161065328,7.046696559598331e-12,0.9135913179440405,0.9135913179369938
PROXY,3,0,EX_MAJOR_SHOCKS,CORE_VOL,0.9397231700204429,6.5679683913799636e-12,0.939812806508887,0.939812806502319
PROXY,3,1,ALL,VOL,0.8311313314261497,4.1799896877137144e-13,0.8312717250281182,0.8312717250277002
PROXY,3,1,GFC,VOL,0.7092962646347587,4.0678571622265736e-12,0.7092864945793222,0.7092864945833901
PROXY,3,1,2011,VOL,0.7884522117601591,2.5923707624997405e-12,0.7887331702633316,0.7887331702607392
PROXY,3,1,2015_2016,VOL,0.9025914427111275,2.4599211556619593e-12,0.9025568810435939,0.9025568810460538
PROXY,3,1,2018Q4,VOL,0.6205748741122079,6.590727963384779e-12,0.620750743402139,0.6207507434087297
PROXY,3,1,COVID,VOL,0.4880229849295574,3.402833570476105e-13,0.4868454676102733,0.4868454676106136
PROXY,3,1,2022,VOL,0.5567810817228747,7.064349105689871e-12,0.5561119666272994,0.5561119666202351
PROXY,3,1,2023_PLUS,VOL,0.8337707638493157,2.809086296906571e-12,0.8340021349062053,0.8340021349033963
PROXY,3,1,2024_PLUS,VOL,0.8269030194715015,1.1260992138772963e-12,0.8270936572539838,0.8270936572551099
PROXY,3,1,EX_MAJOR_SHOCKS,VOL,0.8793898002259084,4.043543277987283e-12,0.8795591819818481,0.8795591819778046
PROXY,3,1,ALL,CORE_VOL,0.9155554657409084,6.7584826624056404e-12,0.9156305542706178,0.9156305542773763
PROXY,3,1,GFC,CORE_VOL,0.8545720584006631,1.835642748915234e-12,0.8545547975006322,0.8545547975024679
PROXY,3,1,2011,CORE_VOL,0.8942920837798738,5.656586310465173e-13,0.8944473552552697,0.8944473552547041
PROXY,3,1,2015_2016,CORE_VOL,0.9513040902456851,3.0944136142352363e-12,0.951285228767165,0.9512852287702595
PROXY,3,1,2018Q4,CORE_VOL,0.8104651930261753,1.2296830220748234e-12,0.8105617118832362,0.8105617118820065
PROXY,3,1,COVID,CORE_VOL,0.7437341197146452,2.904454454721872e-12,0.7427772772366205,0.7427772772395249
PROXY,3,1,2022,CORE_VOL,0.7784234454084071,5.5138116294983774e-12,0.7779251614687493,0.7779251614632355
PROXY,3,1,2023_PLUS,CORE_VOL,0.9169167189320433,6.681322162194192e-12,0.917042209282256,0.9170422092755747
PROXY,3,1,2024_PLUS,CORE_VOL,0.9134879161065328,7.046696559598331e-12,0.9135913179440405,0.9135913179369938
PROXY,3,1,EX_MAJOR_SHOCKS,CORE_VOL,0.9397231700204429,6.5679683913799636e-12,0.939812806508887,0.939812806502319
PROXY,3,3,ALL,VOL,0.8311313314261497,4.177769241664464e-13,0.831271725028118,0.8312717250277002
PROXY,3,3,GFC,VOL,0.7092962646347587,4.0678571622265736e-12,0.7092864945793222,0.7092864945833901
PROXY,3,3,2011,VOL,0.7884522117601591,2.5923707624997405e-12,0.7887331702633316,0.7887331702607392
PROXY,3,3,2015_2016,VOL,0.9025914427111275,2.4599211556619593e-12,0.9025568810435939,0.9025568810460538
PROXY,3,3,2018Q4,VOL,0.6205748741122079,6.590727963384779e-12,0.620750743402139,0.6207507434087297
PROXY,3,3,COVID,VOL,0.4880229849295574,3.4033886819884174e-13,0.4868454676102733,0.48684546761061365
PROXY,3,3,2022,VOL,0.5567810817228747,7.064127061084946e-12,0.5561119666272993,0.5561119666202352
PROXY,3,3,2023_PLUS,VOL,0.8337707638493157,2.8089752746041086e-12,0.8340021349062053,0.8340021349033964
PROXY,3,3,2024_PLUS,VOL,0.8269030194715015,1.1260992138772963e-12,0.8270936572539838,0.8270936572551099
PROXY,3,3,EX_MAJOR_SHOCKS,VOL,0.8793898002259084,4.043543277987283e-12,0.8795591819818481,0.8795591819778046
PROXY,3,3,ALL,CORE_VOL,0.9155554657409084,6.7584826624056404e-12,0.9156305542706178,0.9156305542773763
